ANO,UF,Codmun7,Município,THEIL
2010,25,2510402,OLHO D'ÁGUA,0.59
2010,25,2510501,OLIVEDOS,0.49
2010,25,2510600,OURO VELHO,0.39
2010,25,2510659,PARARI,0.52
2010,25,2510709,PASSAGEM,0.5
2010,25,2510808,PATOS,0.56
2010,25,2510907,PAULISTA,0.46
2010,25,2511004,PEDRA BRANCA,0.5
2010,25,2511103,PEDRA LAVRADA,0.45
2010,25,2511202,PEDRAS DE FOGO,0.52
2010,25,2511301,PIANCÓ,0.51
2010,25,2511400,PICUÍ,0.54
2010,25,2511509,PILAR,0.47
2010,25,2511608,PILÕES,0.64
2010,25,2511707,PILÕEZINHOS,0.34
2010,25,2511806,PIRPIRITUBA,0.51
2010,25,2511905,PITIMBU,0.45
2010,25,2512002,POCINHOS,0.4
2010,25,2512036,POÇO DANTAS,0.46
2010,25,2512077,POÇO DE JOSÉ DE MOURA,0.42
2010,25,2512101,POMBAL,0.54
2010,25,2512200,PRATA,0.35
2010,25,2512309,PRINCESA ISABEL,0.44
2010,25,2512408,PUXINANÃ,0.38
2010,25,2512507,QUEIMADAS,0.4
2010,25,2512606,QUIXABÁ,0.39
2010,25,2512705,REMÍGIO,0.58
2010,25,2512721,PEDRO RÉGIS,0.51
2010,25,2512747,RIACHÃO,0.5
2010,25,2512754,RIACHÃO DO BACAMARTE,0.48
2010,25,2512762,RIACHÃO DO POÇO,0.47
2010,25,2512788,RIACHO DE SANTO ANTÔNIO,0.33
2010,25,2512804,RIACHO DOS CAVALOS,0.36
2010,25,2512903,RIO TINTO,0.48
2010,25,2513000,SALGADINHO,0.42
2010,25,2513109,SALGADO DE SÃO FÉLIX,0.48
2010,25,2513158,SANTA CECÍLIA,0.43
2010,25,2513208,SANTA CRUZ,0.44
2010,25,2513307,SANTA HELENA,0.49
2010,25,2513356,SANTA INÊS,0.59
2010,25,2513406,SANTA LUZIA,0.49
2010,25,2513505,SANTANA DE MANGUEIRA,0.59
2010,25,2513604,SANTANA DOS GARROTES,0.47
2010,25,2513653,SANTARÉM,0.38
2010,25,2513703,SANTA RITA,0.38
2010,25,2513802,SANTA TERESINHA,0.7
2010,25,2513851,SANTO ANDRÉ,0.42
2010,25,2513901,SÃO BENTO,0.4
2010,25,2513927,SÃO BENTINHO,0.39
2010,25,2513943,SÃO DOMINGOS DO CARIRI,0.42
2010,25,2513968,SÃO DOMINGOS,0.39
2010,25,2513984,SÃO FRANCISCO,0.38
2010,25,2514008,SÃO JOÃO DO CARIRI,0.52
2010,25,2514107,SÃO JOÃO DO TIGRE,0.47
2010,25,2514206,SÃO JOSÉ DA LAGOA TAPADA,0.51
2010,25,2514305,SÃO JOSÉ DE CAIANA,0.4
2010,25,2514404,SÃO JOSÉ DE ESPINHARAS,0.39
2010,25,2514453,SÃO JOSÉ DOS RAMOS,0.47
2010,25,2514503,SÃO JOSÉ DE PIRANHAS,0.5
2010,25,2514552,SÃO JOSÉ DE PRINCESA,0.4
2010,25,2514602,SÃO JOSÉ DO BONFIM,0.47
2010,25,2514651,SÃO JOSÉ DO BREJO DO CRUZ,0.41
2010,25,2514701,SÃO JOSÉ DO SABUGI,0.33
2010,25,2514800,SÃO JOSÉ DOS CORDEIROS,0.47
2010,25,2514909,SÃO MAMEDE,0.53
2010,25,2515005,SÃO MIGUEL DE TAIPU,0.43
2010,25,2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,0.44
2010,25,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,0.4
2010,25,2515302,SAPÉ,0.45
2010,25,2515401,SERIDÓ,0.41
2010,25,2515500,SERRA BRANCA,0.44
2010,25,2515609,SERRA DA RAIZ,0.47
2010,25,2515708,SERRA GRANDE,0.43
2010,25,2515807,SERRA REDONDA,0.47
2010,25,2515906,SERRARIA,0.5
2010,25,2515930,SERTÃOZINHO,0.43
2010,25,2515971,SOBRADO,0.43
2010,25,2516003,SOLÂNEA,0.6
2010,25,2516102,SOLEDADE,0.49
2010,25,2516151,SOSSÊGO,0.48
2010,25,2516201,SOUSA,0.54
2010,25,2516300,SUMÉ,0.45
2010,25,2516409,TACIMA,0.46
2010,25,2516508,TAPEROÁ,0.45
2010,25,2516607,TAVARES,0.55
2010,25,2516706,TEIXEIRA,0.58
2010,25,2516755,TENÓRIO,0.35
2010,25,2516805,TRIUNFO,0.49
2010,25,2516904,UIRAÚNA,0.56
2010,25,2517001,UMBUZEIRO,0.57
2010,25,2517100,VÁRZEA,0.32
2010,25,2517209,VIEIRÓPOLIS,0.44
2010,25,2517407,ZABELÊ,0.35
2010,26,2600054,ABREU E LIMA,0.38
2010,26,2600104,AFOGADOS DA INGAZEIRA,0.61
2010,26,2600203,AFRÂNIO,0.53
2010,26,2600302,AGRESTINA,0.45
2010,26,2600401,ÁGUA PRETA,0.44
2010,26,2600500,ÁGUAS BELAS,0.66
2010,26,2600609,ALAGOINHA,0.45
2010,26,2600708,ALIANÇA,0.43
2010,26,2600807,ALTINHO,0.48
2010,26,2600906,AMARAJI,0.45
2010,26,2601003,ANGELIM,0.64
2010,26,2601052,ARAÇOIABA,0.38
2010,26,2601102,ARARIPINA,0.57
2010,26,2601201,ARCOVERDE,0.65
2010,26,2601300,BARRA DE GUABIRABA,0.49
2010,26,2601409,BARREIROS,0.52
2010,26,2601508,BELÉM DE MARIA,0.38
2010,26,2601607,BELÉM DO SÃO FRANCISCO,0.75
2010,26,2601706,BELO JARDIM,0.49
2010,26,2601805,BETÂNIA,0.59
2010,26,2601904,BEZERROS,0.52
2010,26,2602001,BODOCÓ,0.58
2010,26,2602100,BOM CONSELHO,0.72
2010,26,2602209,BOM JARDIM,0.46
2010,26,2602308,BONITO,0.56
2010,26,2602407,BREJÃO,0.43
2010,26,2602506,BREJINHO,0.48
2010,26,2602605,BREJO DA MADRE DE DEUS,0.42
2010,26,2602704,BUENOS AIRES,0.37
2010,26,2602803,BUÍQUE,0.59
2010,26,2602902,CABO DE SANTO AGOSTINHO,0.52
2010,26,2603009,CABROBÓ,0.64
2010,26,2603108,CACHOEIRINHA,0.45
2010,26,2603207,CAETÉS,0.59
2010,26,2603306,CALÇADO,0.53
2010,26,2603405,CALUMBI,0.6
2010,26,2603454,CAMARAGIBE,0.47
2010,26,2603504,CAMOCIM DE SÃO FÉLIX,0.53
2010,26,2603603,CAMUTANGA,0.41
2010,26,2603702,CANHOTINHO,0.5
2010,26,2603801,CAPOEIRAS,0.49
2010,26,2603900,CARNAÍBA,0.57
2010,26,2603926,CARNAUBEIRA DA PENHA,0.61
2010,26,2604007,CARPINA,0.47
2010,26,2604106,CARUARU,0.51
2010,26,2604155,CASINHAS,0.37
2010,26,2604205,CATENDE,0.55
2010,26,2604304,CEDRO,0.58
2010,26,2604403,CHÃ DE ALEGRIA,0.39
2010,26,2604502,CHÃ GRANDE,0.55
2010,26,2604601,CONDADO,0.51
2010,26,2604700,CORRENTES,0.5
2010,26,2604809,CORTÊS,0.39
2010,26,2604908,CUMARU,0.48
2010,26,2605004,CUPIRA,0.46
2010,26,2605103,CUSTÓDIA,0.53
2010,26,2605152,DORMENTES,0.41
2010,26,2605202,ESCADA,0.4
2010,26,2605301,EXU,0.6
2010,26,2605400,FEIRA NOVA,0.42
2010,26,2605459,FERNANDO DE NORONHA,0.35
2010,26,2605509,FERREIROS,0.49
2010,26,2605608,FLORES,0.51
2010,26,2605707,FLORESTA,0.52
2010,26,2605806,FREI MIGUELINHO,0.42
2010,26,2605905,GAMELEIRA,0.38
2010,26,2606002,GARANHUNS,0.65
2010,26,2606101,GLÓRIA DO GOITÁ,0.5
2010,26,2606200,GOIANA,0.54
2010,26,2606309,GRANITO,0.57
2010,26,2606408,GRAVATÁ,0.51
2010,26,2606507,IATI,0.57
2010,26,2606606,IBIMIRIM,0.48
2010,26,2606705,IBIRAJUBA,0.43
2010,26,2606804,IGARASSU,0.43
2010,26,2606903,IGUARACI,0.53
2010,26,2607000,INAJÁ,0.65
2010,26,2607109,INGAZEIRA,0.55
2010,26,2607208,IPOJUCA,0.46
2010,26,2607307,IPUBI,0.51
2010,26,2607406,ITACURUBA,0.42
2010,26,2607505,ITAÍBA,0.49
2010,26,2607604,ILHA DE ITAMARACÁ,0.68
2010,26,2607653,ITAMBÉ,0.45
2010,26,2607703,ITAPETIM,0.62
2010,26,2607752,ITAPISSUMA,0.56
2010,26,2607802,ITAQUITINGA,0.39
2010,26,2607901,JABOATÃO DOS GUARARAPES,0.61
2010,26,2607950,JAQUEIRA,0.63
2010,26,2608008,JATAÚBA,0.43
2010,26,2608057,JATOBÁ,0.63
2010,26,2608107,JOÃO ALFREDO,0.44
2010,26,2608206,JOAQUIM NABUCO,0.43
2010,26,2608255,JUCATI,0.46
2010,26,2608305,JUPI,0.5
2010,26,2608404,JUREMA,0.5
2010,26,2608453,LAGOA DO CARRO,0.38
2010,26,2608503,LAGOA DE ITAENGA,0.38
2010,26,2608602,LAGOA DO OURO,0.5
2010,26,2608701,LAGOA DOS GATOS,0.47
2010,26,2608750,LAGOA GRANDE,0.51
2010,26,2608800,LAJEDO,0.47
2010,26,2608909,LIMOEIRO,0.48
2010,26,2609006,MACAPARANA,0.48
2010,26,2609105,MACHADOS,0.35
2010,26,2609154,MANARI,0.57
2010,26,2609204,MARAIAL,0.54
2010,26,2609303,MIRANDIBA,0.6
2010,26,2609402,MORENO,0.53
2010,26,2609501,NAZARÉ DA MATA,0.46
2010,26,2609600,OLINDA,0.56
2010,26,2609709,OROBÓ,0.49
2010,26,2609808,OROCÓ,0.47
2010,26,2609907,OURICURI,0.68
2010,26,2610004,PALMARES,0.45
2010,26,2610103,PALMEIRINA,0.49
2010,26,2610202,PANELAS,0.6
2010,26,2610301,PARANATAMA,0.56
2010,26,2610400,PARNAMIRIM,0.67
2010,26,2610509,PASSIRA,0.46
2010,26,2610608,PAUDALHO,0.58
2010,26,2610707,PAULISTA,0.45
2010,26,2610806,PEDRA,0.52
2010,26,2610905,PESQUEIRA,0.59
2010,26,2611002,PETROLÂNDIA,0.58
2010,26,2611101,PETROLINA,0.71
2010,26,2611200,POÇÃO,0.53
2010,26,2611309,POMBOS,0.42
2010,26,2611408,PRIMAVERA,0.35
2010,26,2611507,QUIPAPÁ,0.46
2010,26,2611533,QUIXABA,0.49
2010,26,2611606,RECIFE,0.91
2010,26,2611705,RIACHO DAS ALMAS,0.48
2010,26,2611804,RIBEIRÃO,0.44
2010,26,2611903,RIO FORMOSO,0.32
2010,26,2612000,SAIRÉ,0.37
2010,26,2612109,SALGADINHO,0.48
2010,26,2612208,SALGUEIRO,0.68
2010,26,2612307,SALOÁ,0.61
2010,26,2612406,SANHARÓ,0.48
2010,26,2612455,SANTA CRUZ,0.64
2010,26,2612471,SANTA CRUZ DA BAIXA VERDE,0.49
2010,26,2612505,SANTA CRUZ DO CAPIBARIBE,0.37
2010,26,2612554,SANTA FILOMENA,0.56
2010,26,2612604,SANTA MARIA DA BOA VISTA,0.54
2010,26,2612703,SANTA MARIA DO CAMBUCÁ,0.42
2010,26,2612802,SANTA TEREZINHA,0.5
2010,26,2612901,SÃO BENEDITO DO SUL,0.46
2010,26,2613008,SÃO BENTO DO UNA,0.68
2010,26,2613107,SÃO CAITANO,0.49
2010,26,2613206,SÃO JOÃO,0.61
2010,26,2613305,SÃO JOAQUIM DO MONTE,0.55
2010,26,2613404,SÃO JOSÉ DA COROA GRANDE,0.66
2010,26,2613503,SÃO JOSÉ DO BELMONTE,0.56
2010,26,2613602,SÃO JOSÉ DO EGITO,0.55
2010,26,2613701,SÃO LOURENÇO DA MATA,0.48
2010,26,2613800,SÃO VICENTE FERRER,0.56
2010,26,2613909,SERRA TALHADA,0.61
2010,26,2614006,SERRITA,0.61
2010,26,2614105,SERTÂNIA,0.62
2010,26,2614204,SIRINHAÉM,0.34
2010,26,2614303,MOREILÂNDIA,0.53
2010,26,2614402,SOLIDÃO,0.6
2010,26,2614501,SURUBIM,0.51
2010,26,2614600,TABIRA,0.48
2010,26,2614709,TACAIMBÓ,0.49
2010,26,2614808,TACARATU,0.47
2010,26,2614857,TAMANDARÉ,0.55
2010,26,2615003,TAQUARITINGA DO NORTE,0.33
2010,26,2615102,TEREZINHA,0.52
2010,26,2615201,TERRA NOVA,0.5
2010,26,2615300,TIMBAÚBA,0.48
2010,26,2615409,TORITAMA,0.33
2010,26,2615508,TRACUNHAÉM,0.37
2010,26,2615607,TRINDADE,0.6
2010,26,2615706,TRIUNFO,0.58
2010,26,2615805,TUPANATINGA,0.69
2010,26,2615904,TUPARETAMA,0.4
2010,26,2616001,VENTUROSA,0.51
2010,26,2616100,VERDEJANTE,0.57
2010,26,2616183,VERTENTE DO LÉRIO,0.37
2010,26,2616209,VERTENTES,0.39
2010,26,2616308,VICÊNCIA,0.42
2010,26,2616407,VITÓRIA DE SANTO ANTÃO,0.54
2010,26,2616506,XEXÉU,0.44
2010,27,2700102,ÁGUA BRANCA,0.63
2010,27,2700201,ANADIA,0.52
2010,27,2700300,ARAPIRACA,0.56
2010,27,2700409,ATALAIA,0.45
2010,27,2700508,BARRA DE SANTO ANTÔNIO,0.5
2010,27,2700607,BARRA DE SÃO MIGUEL,0.56
2010,27,2700706,BATALHA,0.45
2010,27,2700805,BELÉM,0.6
2010,27,2700904,BELO MONTE,0.73
2010,27,2701001,BOCA DA MATA,0.5
2010,27,2701100,BRANQUINHA,0.32
2010,27,2701209,CACIMBINHAS,0.66
2010,27,2701308,CAJUEIRO,0.45
2010,27,2701357,CAMPESTRE,0.41
2010,27,2701407,CAMPO ALEGRE,0.41
2010,27,2701506,CAMPO GRANDE,0.65
2010,27,2701605,CANAPI,0.68
2010,27,2701704,CAPELA,0.44
2010,27,2701803,CARNEIROS,0.59
2010,27,2701902,CHÃ PRETA,0.48
2010,27,2702009,COITÉ DO NÓIA,0.52
2010,27,2702108,COLÔNIA LEOPOLDINA,0.53
2010,27,2702207,COQUEIRO SECO,0.46
2010,27,2702306,CORURIPE,0.52
2010,27,2702355,CRAÍBAS,0.5
2010,27,2702405,DELMIRO GOUVEIA,0.53
2010,27,2702504,DOIS RIACHOS,0.54
2010,27,2702553,ESTRELA DE ALAGOAS,0.5
2010,27,2702603,FEIRA GRANDE,0.52
2010,27,2702702,FELIZ DESERTO,0.44
2010,27,2702801,FLEXEIRAS,0.42
2010,27,2702900,GIRAU DO PONCIANO,0.62
2010,27,2703007,IBATEGUARA,0.51
2010,27,2703106,IGACI,0.62
2010,27,2703205,IGREJA NOVA,0.83
2010,27,2703304,INHAPI,0.78
2010,27,2703403,JACARÉ DOS HOMENS,0.44
2010,27,2703502,JACUÍPE,0.4
2010,27,2703601,JAPARATINGA,0.48
2010,27,2703700,JARAMATAIA,0.41
2010,27,2703759,JEQUIÁ DA PRAIA,0.41
2010,27,2703809,JOAQUIM GOMES,0.47
2010,27,2703908,JUNDIÁ,0.52
2010,27,2704005,JUNQUEIRO,0.61
2010,27,2704104,LAGOA DA CANOA,0.47
2010,27,2704203,LIMOEIRO DE ANADIA,0.79
2010,27,2704302,MACEIÓ,0.74
2010,27,2704401,MAJOR ISIDORO,0.53
2010,27,2704500,MARAGOGI,0.53
2010,27,2704609,MARAVILHA,0.65
2010,27,2704708,MARECHAL DEODORO,0.68
2010,27,2704807,MARIBONDO,0.44
2010,27,2704906,MAR VERMELHO,0.43
2010,27,2705002,MATA GRANDE,0.63
2010,27,2705101,MATRIZ DE CAMARAGIBE,0.4
2010,27,2705200,MESSIAS,0.44
2010,27,2705309,MINADOR DO NEGRÃO,0.54
2010,27,2705408,MONTEIRÓPOLIS,0.46
2010,27,2705507,MURICI,0.42
2010,27,2705606,NOVO LINO,0.54
2010,27,2705705,OLHO D'ÁGUA DAS FLORES,0.57
2010,27,2705804,OLHO D'ÁGUA DO CASADO,0.54
2010,27,2705903,OLHO D'ÁGUA GRANDE,0.66
2010,27,2706000,OLIVENÇA,0.61
2010,27,2706109,OURO BRANCO,0.61
2010,27,2706208,PALESTINA,0.67
2010,27,2706307,PALMEIRA DOS ÍNDIOS,0.6
2010,27,2706406,PÃO DE AÇÚCAR,0.63
2010,27,2706422,PARICONHA,0.51
2010,27,2706448,PARIPUEIRA,0.53
2010,27,2706505,PASSO DE CAMARAGIBE,0.43
2010,27,2706604,PAULO JACINTO,0.52
2010,27,2706703,PENEDO,0.57
2010,27,2706802,PIAÇABUÇU,0.5
2010,27,2706901,PILAR,0.52
2010,27,2707008,PINDOBA,0.63
2010,27,2707107,PIRANHAS,0.68
2010,27,2707206,POÇO DAS TRINCHEIRAS,0.74
2010,27,2707305,PORTO CALVO,0.41
2010,27,2707404,PORTO DE PEDRAS,0.5
2010,27,2707503,PORTO REAL DO COLÉGIO,0.71
2010,27,2707602,QUEBRANGULO,0.55
2010,27,2707701,RIO LARGO,0.43
2010,27,2707800,ROTEIRO,0.4
2010,27,2707909,SANTA LUZIA DO NORTE,0.44
2010,27,2708006,SANTANA DO IPANEMA,0.75
2010,27,2708105,SANTANA DO MUNDAÚ,0.45
2010,27,2708204,SÃO BRÁS,0.73
2010,27,2708303,SÃO JOSÉ DA LAJE,0.42
2010,27,2708402,SÃO JOSÉ DA TAPERA,0.64
2010,27,2708501,SÃO LUÍS DO QUITUNDE,0.46
2010,27,2708600,SÃO MIGUEL DOS CAMPOS,0.47
2010,27,2708709,SÃO MIGUEL DOS MILAGRES,0.42
2010,27,2708808,SÃO SEBASTIÃO,0.54
2010,27,2708907,SATUBA,0.5
2010,27,2708956,SENADOR RUI PALMEIRA,0.59
2010,27,2709004,TANQUE D'ARCA,0.47
2010,27,2709103,TAQUARANA,0.47
2010,27,2709152,TEOTÔNIO VILELA,0.48
2010,27,2709202,TRAIPU,0.78
2010,27,2709301,UNIÃO DOS PALMARES,0.53
2010,27,2709400,VIÇOSA,0.66
2010,28,2800100,AMPARO DE SÃO FRANCISCO,0.48
2010,28,2800209,AQUIDABÃ,0.56
2010,28,2800308,ARACAJU,0.74
2010,28,2800407,ARAUÁ,0.45
2010,28,2800506,AREIA BRANCA,0.41
2010,28,2800605,BARRA DOS COQUEIROS,0.54
2010,28,2800670,BOQUIM,0.48
2010,28,2800704,BREJO GRANDE,0.46
2010,28,2801009,CAMPO DO BRITO,0.52
2010,28,2801108,CANHOBA,0.52
2010,28,2801207,CANINDÉ DE SÃO FRANCISCO,0.54
2010,28,2801306,CAPELA,0.51
2010,28,2801405,CARIRA,0.45
2010,28,2801504,CARMÓPOLIS,0.55
2010,28,2801603,CEDRO DE SÃO JOÃO,0.5
2010,28,2801702,CRISTINÁPOLIS,0.43
2010,28,2801900,CUMBE,0.44
2010,28,2802007,DIVINA PASTORA,0.28
2010,28,2802106,ESTÂNCIA,0.51
2010,28,2802205,FEIRA NOVA,0.42
2010,28,2802304,FREI PAULO,0.42
2010,28,2802403,GARARU,0.7
2010,28,2802502,GENERAL MAYNARD,0.61
2010,28,2802601,GRACHO CARDOSO,0.6
2010,28,2802700,ILHA DAS FLORES,0.59
2010,28,2802809,INDIAROBA,0.52
2010,28,2802908,ITABAIANA,0.49
2010,28,2803005,ITABAIANINHA,0.46
2010,28,2803104,ITABI,0.41
2010,28,2803203,ITAPORANGA D'AJUDA,0.44
2010,28,2803302,JAPARATUBA,0.47
2010,28,2803401,JAPOATÃ,0.44
2010,28,2803500,LAGARTO,0.45
2010,28,2803609,LARANJEIRAS,0.44
2010,28,2803708,MACAMBIRA,0.32
2010,28,2803807,MALHADA DOS BOIS,0.4
2010,28,2803906,MALHADOR,0.37
2010,28,2804003,MARUIM,0.43
2010,28,2804102,MOITA BONITA,0.34
2010,28,2804201,MONTE ALEGRE DE SERGIPE,0.58
2010,28,2804300,MURIBECA,0.44
2010,28,2804409,NEÓPOLIS,0.56
2010,28,2804458,NOSSA SENHORA APARECIDA,0.63
2010,28,2804508,NOSSA SENHORA DA GLÓRIA,0.49
2010,28,2804607,NOSSA SENHORA DAS DORES,0.48
2010,28,2804706,NOSSA SENHORA DE LOURDES,0.45
2010,28,2804805,NOSSA SENHORA DO SOCORRO,0.41
2010,28,2804904,PACATUBA,0.63
2010,28,2805000,PEDRA MOLE,0.56
2010,28,2805109,PEDRINHAS,0.48
2010,28,2805208,PINHÃO,0.34
2010,28,2805307,PIRAMBU,0.51
2010,28,2805406,POÇO REDONDO,0.66
2010,28,2805505,POÇO VERDE,0.49
2010,28,2805604,PORTO DA FOLHA,0.59
2010,28,2805703,PROPRIÁ,0.56
2010,28,2805802,RIACHÃO DO DANTAS,0.42
2010,28,2805901,RIACHUELO,0.45
2010,28,2806008,RIBEIRÓPOLIS,0.37
2010,28,2806107,ROSÁRIO DO CATETE,0.47
2010,28,2806206,SALGADO,0.47
2010,28,2806305,SANTA LUZIA DO ITANHY,0.51
2010,28,2806404,SANTANA DO SÃO FRANCISCO,0.43
2010,28,2806503,SANTA ROSA DE LIMA,0.36
2010,28,2806602,SANTO AMARO DAS BROTAS,0.63
2010,28,2806701,SÃO CRISTÓVÃO,0.41
2010,28,2806800,SÃO DOMINGOS,0.3
2010,28,2806909,SÃO FRANCISCO,0.42
2010,28,2807006,SÃO MIGUEL DO ALEIXO,0.45
2010,28,2807105,SIMÃO DIAS,0.46
2010,28,2807204,SIRIRI,0.39
2010,28,2807303,TELHA,0.46
2010,28,2807402,TOBIAS BARRETO,0.55
2010,28,2807501,TOMAR DO GERU,0.4
2010,28,2807600,UMBAÚBA,0.37
2010,29,2900108,ABAÍRA,0.44
2010,29,2900207,ABARÉ,0.59
2010,29,2900306,ACAJUTIBA,0.61
2010,29,2900355,ADUSTINA,0.55
2010,29,2900405,ÁGUA FRIA,0.54
2010,29,2900504,ÉRICO CARDOSO,0.51
2010,29,2900603,AIQUARA,0.35
2010,29,2900702,ALAGOINHAS,0.58
2010,29,2900801,ALCOBAÇA,0.5
2010,29,2900900,ALMADINA,0.4
2010,29,2901007,AMARGOSA,0.59
2010,29,2901106,AMÉLIA RODRIGUES,0.45
2010,29,2901155,AMÉRICA DOURADA,0.48
2010,29,2901205,ANAGÉ,0.46
2010,29,2901304,ANDARAÍ,0.65
2010,29,2901353,ANDORINHA,0.58
2010,29,2901403,ANGICAL,0.55
2010,29,2901502,ANGUERA,0.42
2010,29,2901601,ANTAS,0.51
2010,29,2901700,ANTÔNIO CARDOSO,0.42
2010,29,2901809,ANTÔNIO GONÇALVES,0.48
2010,29,2901908,APORÁ,0.6
2010,29,2901957,APUAREMA,0.38
2010,29,2902005,ARACATU,0.38
2010,29,2902054,ARAÇAS,0.53
2010,29,2902104,ARACI,0.6
2010,29,2902203,ARAMARI,0.48
2010,29,2902252,ARATACA,0.39
2010,29,2902302,ARATUÍPE,0.51
2010,29,2902401,AURELINO LEAL,0.37
2010,29,2902500,BAIANÓPOLIS,0.68
2010,29,2902609,BAIXA GRANDE,0.53
2010,29,2902658,BANZAÊ,0.42
2010,29,2902708,BARRA,0.68
2010,29,2902807,BARRA DA ESTIVA,0.5
2010,29,2902906,BARRA DO CHOÇA,0.34
2010,29,2903003,BARRA DO MENDES,0.64
2010,29,2903102,BARRA DO ROCHA,0.49
2010,29,2903201,BARREIRAS,0.57
2010,29,2903235,BARRO ALTO,0.49
2010,29,2903276,BARROCAS,0.41
2010,29,2903300,BARRO PRETO,0.46
2010,29,2903409,BELMONTE,0.44
2010,29,2903508,BELO CAMPO,0.47
2010,29,2903607,BIRITINGA,0.58
2010,29,2903706,BOA NOVA,0.49
2010,29,2903805,BOA VISTA DO TUPIM,0.57
2010,29,2903904,BOM JESUS DA LAPA,0.68
2010,29,2903953,BOM JESUS DA SERRA,0.54
2010,29,2904001,BONINAL,0.58
2010,29,2904050,BONITO,0.45
2010,29,2904100,BOQUIRA,0.6
2010,29,2904209,BOTUPORÃ,0.53
2010,29,2904308,BREJÕES,0.45
2010,29,2904407,BREJOLÂNDIA,0.57
2010,29,2904506,BROTAS DE MACAÚBAS,0.65
2010,29,2904605,BRUMADO,0.49
2010,29,2904704,BUERAREMA,0.49
2010,29,2904753,BURITIRAMA,0.62
2010,29,2904803,CAATIBA,0.3
2010,29,2904852,CABACEIRAS DO PARAGUAÇU,0.58
2010,29,2904902,CACHOEIRA,0.6
2010,29,2905008,CACULÉ,0.44
2010,29,2905107,CAÉM,0.56
2010,29,2905156,CAETANOS,0.52
2010,29,2905206,CAETITÉ,0.68
2010,29,2905305,CAFARNAUM,0.58
2010,29,2905404,CAIRU,0.55
2010,29,2905503,CALDEIRÃO GRANDE,0.6
2010,29,2905602,CAMACAN,0.66
2010,29,2905701,CAMAÇARI,0.53
2010,29,2905800,CAMAMU,0.54
2010,29,2905909,CAMPO ALEGRE DE LOURDES,0.7
2010,29,2906006,CAMPO FORMOSO,0.6
2010,29,2906105,CANÁPOLIS,0.47
2010,29,2906204,CANARANA,0.43
2010,29,2906303,CANAVIEIRAS,0.47
2010,29,2906402,CANDEAL,0.34
2010,29,2906501,CANDEIAS,0.43
2010,29,2906600,CANDIBA,0.39
2010,29,2906709,CÂNDIDO SALES,0.45
2010,29,2906808,CANSANÇÃO,0.62
2010,29,2906824,CANUDOS,0.54
2010,29,2906857,CAPELA DO ALTO ALEGRE,0.44
2010,29,2906873,CAPIM GROSSO,0.53
2010,29,2906899,CARAÍBAS,0.48
2010,29,2906907,CARAVELAS,0.57
2010,29,2907004,CARDEAL DA SILVA,0.5
2010,29,2907103,CARINHANHA,0.49
2010,29,2907202,CASA NOVA,0.58
2010,29,2907301,CASTRO ALVES,0.55
2010,29,2907400,CATOLÂNDIA,0.47
2010,29,2907509,CATU,0.57
2010,29,2907558,CATURAMA,0.5
2010,29,2907608,CENTRAL,0.57
2010,29,2907707,CHORROCHÓ,0.63
2010,29,2907806,CÍCERO DANTAS,0.52
2010,29,2907905,CIPÓ,0.56
2010,29,2908002,COARACI,0.52
2010,29,2908101,COCOS,0.62
2010,29,2908200,CONCEIÇÃO DA FEIRA,0.58
2010,29,2908309,CONCEIÇÃO DO ALMEIDA,0.59
2010,29,2908408,CONCEIÇÃO DO COITÉ,0.44
2010,29,2908507,CONCEIÇÃO DO JACUÍPE,0.41
2010,29,2908606,CONDE,0.74
2010,29,2908705,CONDEÚBA,0.47
2010,29,2908804,CONTENDAS DO SINCORÁ,0.5
2010,29,2908903,CORAÇÃO DE MARIA,0.49
2010,29,2909000,CORDEIROS,0.41
2010,29,2909109,CORIBE,0.61
2010,29,2909208,CORONEL JOÃO SÁ,0.42
2010,29,2909307,CORRENTINA,0.69
2010,29,2909406,COTEGIPE,0.59
2010,29,2909505,CRAVOLÂNDIA,0.5
2010,29,2909604,CRISÓPOLIS,0.6
2010,29,2909703,CRISTÓPOLIS,0.57
2010,29,2909802,CRUZ DAS ALMAS,0.57
2010,29,2909901,CURAÇÁ,0.49
2010,29,2910008,DÁRIO MEIRA,0.54
2010,29,2910057,DIAS D'ÁVILA,0.49
2010,29,2910107,DOM BASÍLIO,0.39
2010,29,2910206,DOM MACEDO COSTA,0.58
2010,29,2910305,ELÍSIO MEDRADO,0.47
2010,29,2910404,ENCRUZILHADA,0.44
2010,29,2910503,ENTRE RIOS,0.67
2010,29,2910602,ESPLANADA,0.61
2010,29,2910701,EUCLIDES DA CUNHA,0.58
2010,29,2910727,EUNÁPOLIS,0.6
2010,29,2910750,FÁTIMA,0.53
2010,29,2910776,FEIRA DA MATA,0.56
2010,29,2910800,FEIRA DE SANTANA,0.66
2010,29,2910859,FILADÉLFIA,0.62
2010,29,2910909,FIRMINO ALVES,0.34
2010,29,2911006,FLORESTA AZUL,0.42
2010,29,2911105,FORMOSA DO RIO PRETO,0.72
2010,29,2911204,GANDU,0.65
2010,29,2911253,GAVIÃO,0.31
2010,29,2911303,GENTIO DO OURO,0.55
2010,29,2911402,GLÓRIA,0.53
2010,29,2911501,GONGOGI,0.41
